1.29621708,-2.40044379,0.61606330,-0.00465078,-0.00519097,-0.75539500,0.65523273,-0.01299080,-0.01328381,0.14899263,0.01681955,-0.68115085,-0.46293327,0.23614508,0.13132924,0.29114482,0.20784011,-0.34814736,-0.49561578,-0.62650943,0.22949271,0.12667267,0.16709822,0.11145062,0.33793890,-0.02548352,0.13192850,0.53710067,-0.31204447,0.05896188,-0.33149245,0.04935249,-0.13544533,0.48833096,-0.33558655,0.00005064
1.29626262,-2.40030742,0.61617202,-0.00444675,-0.00483797,-0.75564224,0.65495163,-0.01277736,-0.01349930,0.14873300,0.01709126,-0.68196547,-0.46215570,0.23643573,0.13214010,0.29012391,0.20776720,-0.34895423,-0.49484178,-0.62619764,0.22931360,0.12681884,0.16758010,0.11114305,0.33853394,-0.02559251,0.13217227,0.53611481,-0.31159303,0.05906788,-0.33125073,0.04845686,-0.13507652,0.48586258,-0.33413202,-0.00010962
1.29632223,-2.40009117,0.61636591,-0.00397246,-0.00407829,-0.75613230,0.65439403,-0.01218456,-0.01388204,0.14739364,0.02009620,-0.68507385,-0.45967290,0.24012651,0.13255730,0.28855607,0.20758808,-0.34761539,-0.49457049,-0.62616742,0.23096910,0.12938014,0.16662328,0.11268270,0.34026164,-0.02588720,0.13230805,0.53470981,-0.31112775,0.05919266,-0.33078510,0.04660703,-0.13434529,0.48087704,-0.33129534,-0.00044689
1.29638505,-2.39980960,0.61662722,-0.00342719,-0.00322104,-0.75666249,0.65378881,-0.01169827,-0.01428414,0.14591938,0.02261360,-0.68865401,-0.45770556,0.24456581,0.13281143,0.28639549,0.20768927,-0.34655634,-0.49417830,-0.62643570,0.23292966,0.13169909,0.16552189,0.11429275,0.34166044,-0.02611174,0.13277599,0.53226107,-0.31017923,0.05935302,-0.32979783,0.04445594,-0.13389423,0.47457460,-0.32778078,-0.00086114
1.29644263,-2.39948201,0.61693472,-0.00299946,-0.00256542,-0.75704390,0.65335208,-0.01179521,-0.01457732,0.14528103,0.02187954,-0.69089377,-0.45811406,0.24683927,0.13288134,0.28394866,0.20851399,-0.34814328,-0.49307960,-0.62677991,0.23360579,0.13150905,0.16503952,0.11453059,0.34132719,-0.02601553,0.13401046,0.52819431,-0.30831516,0.05956717,-0.32808122,0.04264962,-0.13427703,0.46820614,-0.32431090,-0.00124617
1.29646802,-2.39916945,0.61725444,-0.00259807,-0.00202700,-0.75730717,0.65305054,-0.01225303,-0.01479515,0.14457031,0.02070764,-0.69301766,-0.45945513,0.24958299,0.13178599,0.28159738,0.20978941,-0.34983864,-0.49221623,-0.62751722,0.23467970,0.13146855,0.16409315,0.11526424,0.34007138,-0.02571041,0.13556226,0.52331734,-0.30609527,0.05974614,-0.32594404,0.04109779,-0.13522463,0.46189201,-0.32100627,-0.00160827
1.29645956,-2.39887381,0.61757600,-0.00214332,-0.00151551,-0.75747985,0.65285325,-0.01310068,-0.01504211,0.14349174,0.01976725,-0.69479221,-0.46121210,0.25258151,0.13006592,0.27938434,0.21084592,-0.35186455,-0.49121213,-0.62852329,0.23591572,0.13178293,0.16358609,0.11612070,0.33854023,-0.02523326,0.13707298,0.51799214,-0.30365720,0.05987496,-0.32392776,0.03971612,-0.13632102,0.45580325,-0.31790143,-0.00195874
1.29642475,-2.39860225,0.61790133,-0.00159720,-0.00098739,-0.75758582,0.65273297,-0.01418516,-0.01532951,0.14192945,0.01892936,-0.69605172,-0.46315354,0.25553831,0.12838939,0.27689976,0.21094811,-0.35421938,-0.48963606,-0.62928450,0.23670448,0.13248435,0.16343182,0.11633395,0.33696809,-0.02458991,0.13844825,0.51233315,-0.30105323,0.05995977,-0.32218078,0.03844869,-0.13741748,0.44988400,-0.31494582,-0.00227215
1.29636955,-2.39836264,0.61823672,-0.00097316,-0.00044390,-0.75763249,0.65268052,-0.01548031,-0.01570944,0.13984339,0.01819908,-0.69669890,-0.46519223,0.25831369,0.12694861,0.27427566,0.21011862,-0.35736373,-0.48729721,-0.62944466,0.23678176,0.13336927,0.16343579,0.11593666,0.33528635,-0.02379574,0.13974766,0.50632727,-0.29828429,0.06000830,-0.32046181,0.03725266,-0.13865954,0.44390264,-0.31204188,-0.00251084
1.29629207,-2.39815593,0.61858451,-0.00031711,0.00009543,-0.75761306,0.65270388,-0.01698766,-0.01624590,0.13726260,0.01722520,-0.69684827,-0.46748576,0.26106992,0.12608519,0.27092719,0.20832811,-0.36132169,-0.48442724,-0.62904507,0.23627964,0.13385057,0.16382650,0.11474241,0.33340988,-0.02290764,0.14099453,0.50002748,-0.29535648,0.06001369,-0.31844226,0.03611093,-0.14026801,0.43767089,-0.30912459,-0.00268279
